22, 5, 3, 20, 30, 34, 21, 1, 26, 16, 24, 25, 2, 10, 33, 12, 17, 18, 19, 8, 7, 27, 6, 31, 32, 35, 23, 14, 29, 15, 4, 28, 13, 11, 9
1, 2, 34, 33, 8, 11, 10, 24, 19, 28, 23, 12, 18, 20, 15, 21, 16, 32, 31, 4, 25, 14, 6, 22, 7, 30, 17, 29, 5, 26, 27, 9, 3, 13, 35
4, 24, 18, 11, 5, 13, 10, 12, 9, 3, 23, 1, 16, 32, 34, 25, 20, 8, 6, 17, 21, 35, 27, 15, 22, 29, 26, 28, 2, 7, 31, 33, 30, 14, 19
1, 23, 35, 4, 26, 21, 13, 25, 3, 9, 22, 18, 34, 8, 15, 5, 31, 30, 16, 29, 11, 20, 10, 24, 12, 19, 2, 14, 27, 28, 33, 32, 7, 6, 17
14, 26, 7, 5, 24, 6, 8, 1, 33, 9, 35, 20, 32, 22, 18, 13, 3, 30, 19, 21, 15, 4, 23, 27, 25, 11, 2, 28, 17, 29, 31, 16, 34, 12, 10
15, 5, 31, 7, 22, 6, 9, 10, 18, 8, 35, 14, 33, 3, 32, 19, 4, 17, 13, 11, 23, 2, 25, 27, 12, 26, 28, 24, 1, 30, 16, 21, 29, 34, 20
2, 14, 29, 4, 1, 5, 27, 28, 15, 35, 18, 26, 33, 6, 13, 24, 20, 9, 16, 3, 17, 8, 23, 10, 19, 31, 7, 21, 25, 30, 11, 12, 34, 22, 32
21, 13, 5, 1, 3, 9, 10, 8, 12, 7, 11, 17, 30, 27, 24, 16, 22, 18, 2, 4, 20, 25, 29, 15, 19, 31, 35, 26, 23, 34, 14, 32, 33, 28, 6
32, 33, 6, 4, 24, 21, 10, 28, 2, 19, 34, 14, 22, 15, 1, 23, 11, 25, 3, 26, 13, 27, 16, 9, 31, 8, 7, 12, 20, 30, 17, 18, 29, 5, 35
31, 34, 8, 11, 23, 6, 7, 15, 20, 4, 35, 16, 30, 14, 18, 32, 13, 25, 2, 24, 12, 28, 17, 22, 5, 21, 1, 29, 33, 27, 9, 10, 26, 3, 19
7, 27, 33, 20, 11, 18, 1, 19, 9, 13, 24, 32, 3, 30, 23, 31, 35, 16, 14, 8, 5, 22, 26, 17, 12, 15, 4, 21, 29, 10, 2, 25, 28, 34, 6
1, 22, 6, 12, 29, 3, 13, 9, 32, 5, 30, 2, 4, 27, 15, 31, 18, 24, 25, 7, 21, 17, 20, 11, 35, 28, 19, 10, 26, 14, 16, 8, 23, 33, 34
32, 30, 16, 7, 5, 9, 34, 10, 3, 14, 22, 24, 13, 6, 15, 8, 12, 18, 2, 20, 23, 26, 11, 4, 25, 17, 27, 29, 19, 21, 31, 35, 33, 28, 1
21, 23, 24, 5, 8, 6, 30, 9, 19, 10, 28, 32, 20, 1, 7, 16, 2, 27, 12, 31, 22, 25, 34, 15, 18, 3, 11, 4, 29, 14, 13, 26, 33, 35, 17
34, 30, 9, 22, 31, 4, 5, 27, 2, 8, 10, 17, 35, 6, 15, 24, 16, 20, 3, 21, 14, 11, 33, 7, 25, 26, 28, 12, 29, 13, 18, 32, 23, 19, 1
24, 10, 23, 4, 5, 18, 26, 2, 6, 21, 14, 8, 16, 9, 7, 31, 15, 11, 19, 17, 34, 1, 20, 12, 25, 13, 27, 28, 29, 30, 3, 33, 22, 32, 35
20, 13, 32, 12, 16, 6, 8, 7, 24, 33, 11, 10, 27, 17, 22, 28, 3, 18, 9, 15, 21, 1, 23, 4, 25, 26, 31, 5, 19, 35, 30, 34, 14, 29, 2
34, 31, 3, 9, 33, 28, 15, 18, 4, 16, 8, 19, 25, 14, 2, 22, 17, 29, 5, 30, 11, 32, 12, 20, 27, 7, 23, 24, 1, 6, 21, 26, 13, 10, 35
19, 5, 35, 3, 25, 32, 30, 27, 33, 13, 28, 12, 18, 14, 17, 21, 1, 29, 26, 11, 9, 15, 22, 10, 7, 4, 6, 23, 8, 20, 31, 16, 34, 2, 24
3, 25, 9, 24, 14, 26, 8, 22, 6, 1, 27, 12, 33, 5, 10, 20, 35, 18, 31, 7, 19, 16, 21, 13, 28, 23, 11, 15, 29, 2, 4, 32, 30, 34, 17
30, 2, 28, 31, 5, 6, 26, 35, 24, 9, 11, 15, 20, 14, 7, 10, 33, 17, 25, 19, 21, 27, 16, 8, 12, 3, 4, 32, 22, 23, 29, 13, 18, 1, 34
25, 19, 33, 4, 28, 5, 23, 12, 15, 21, 11, 1, 10, 3, 34, 20, 8, 16, 2, 7, 32, 29, 27, 31, 17, 6, 30, 26, 22, 18, 35, 9, 13, 24, 14
31, 13, 35, 17, 33, 27, 26, 18, 34, 10, 5, 3, 12, 14, 7, 22, 24, 1, 2, 6, 25, 20, 9, 16, 23, 15, 11, 8, 28, 19, 4, 32, 30, 21, 29
2, 27, 34, 7, 10, 12, 9, 23, 1, 8, 18, 6, 31, 14, 15, 20, 16, 5, 35, 29, 24, 21, 25, 13, 30, 28, 4, 26, 17, 22, 33, 32, 19, 11, 3
19, 33, 9, 8, 5, 10, 16, 26, 18, 20, 15, 12, 13, 29, 28, 30, 17, 35, 14, 25, 32, 23, 3, 24, 4, 1, 2, 22, 11, 6, 31, 21, 34, 7, 27
28, 31, 12, 14, 26, 20, 29, 21, 6, 17, 9, 18, 33, 35, 10, 16, 4, 32, 34, 13, 27, 22, 23, 19, 7, 8, 3, 1, 15, 30, 25, 2, 11, 24, 5
4, 12, 5, 18, 13, 19, 31, 9, 26, 29, 30, 1, 27, 34, 28, 2, 33, 14, 6, 15, 21, 35, 23, 32, 24, 10, 7, 25, 22, 11, 20, 17, 16, 3, 8
30, 31, 15, 10, 13, 17, 7, 34, 9, 6, 4, 12, 14, 16, 11, 1, 33, 22, 26, 35, 21, 32, 2, 8, 25, 23, 27, 20, 3, 24, 5, 28, 29, 18, 19
28, 4, 9, 15, 8, 26, 33, 22, 34, 10, 14, 3, 27, 24, 31, 16, 12, 35, 18, 32, 1, 17, 7, 30, 21, 19, 6, 25, 11, 2, 5, 29, 23, 20, 13
27, 2, 1, 18, 30, 5, 33, 31, 11, 21, 9, 28, 13, 4, 35, 8, 29, 17, 16, 14, 19, 3, 22, 6, 25, 23, 10, 32, 24, 7, 34, 12, 15, 20, 26
12, 1, 10, 22, 23, 6, 31, 8, 28, 7, 11, 35, 9, 17, 26, 13, 16, 34, 2, 29, 18, 4, 19, 32, 30, 21, 27, 5, 3, 25, 24, 15, 33, 14, 20
35, 25, 4, 32, 18, 31, 14, 8, 6, 33, 30, 15, 9, 24, 1, 28, 5, 22, 7, 19, 21, 34, 12, 17, 2, 26, 27, 10, 29, 16, 20, 3, 13, 23, 11
5, 20, 26, 4, 15, 6, 17, 35, 9, 28, 16, 27, 33, 31, 1, 24, 29, 10, 30, 8, 7, 22, 34, 14, 32, 2, 23, 18, 21, 12, 3, 13, 25, 19, 11
32, 2, 10, 11, 21, 8, 35, 14, 7, 23, 22, 34, 30, 33, 29, 13, 17, 5, 16, 20, 4, 1, 25, 28, 6, 9, 12, 24, 18, 26, 31, 15, 19, 27, 3
29, 2, 22, 18, 5, 7, 15, 34, 25, 27, 1, 26, 13, 4, 35, 20, 8, 33, 30, 11, 23, 19, 31, 24, 10, 12, 28, 14, 3, 17, 21, 32, 9, 16, 6
8, 17, 21, 1, 18, 6, 7, 20, 19, 34, 28, 2, 9, 13, 24, 16, 27, 22, 3, 5, 32, 15, 14, 31, 23, 12, 4, 26, 29, 30, 10, 11, 33, 25, 35
24, 22, 3, 4, 31, 23, 35, 14, 20, 10, 2, 34, 25, 8, 30, 33, 13, 28, 19, 9, 6, 26, 15, 29, 18, 12, 11, 21, 17, 1, 5, 27, 32, 16, 7
2, 23, 16, 24, 13, 21, 32, 26, 9, 17, 4, 12, 8, 14, 27, 6, 33, 15, 19, 20, 31, 18, 7, 35, 3, 29, 10, 28, 5, 1, 30, 22, 25, 34, 11
1, 12, 26, 34, 31, 10, 7, 25, 9, 30, 32, 21, 29, 33, 18, 15, 17, 27, 14, 2, 3, 22, 4, 20, 16, 24, 23, 11, 6, 28, 5, 35, 13, 19, 8
7, 12, 18, 35, 34, 33, 9, 24, 25, 2, 5, 30, 13, 14, 3, 19, 17, 20, 29, 16, 6, 28, 15, 31, 23, 26, 11, 10, 27, 21, 8, 32, 1, 22, 4
12, 2, 27, 17, 5, 18, 23, 24, 30, 29, 11, 31, 8, 34, 7, 6, 14, 13, 25, 28, 26, 1, 15, 21, 19, 20, 35, 16, 4, 9, 10, 3, 33, 22, 32
1, 6, 7, 11, 30, 23, 34, 8, 27, 12, 9, 10, 16, 19, 26, 2, 13, 22, 14, 21, 31, 3, 4, 24, 17, 33, 28, 20, 29, 35, 15, 32, 5, 25, 18
7, 6, 3, 22, 27, 26, 8, 20, 28, 15, 19, 11, 13, 9, 14, 16, 29, 1, 2, 18, 21, 24, 10, 17, 4, 33, 25, 5, 31, 30, 12, 32, 23, 34, 35
1, 27, 29, 9, 5, 7, 17, 8, 15, 21, 22, 11, 33, 24, 26, 30, 3, 25, 28, 12, 14, 31, 23, 20, 18, 2, 13, 34, 6, 35, 19, 32, 4, 10, 16
23, 2, 3, 18, 13, 5, 4, 29, 7, 10, 22, 20, 14, 15, 6, 34, 16, 1, 21, 12, 28, 19, 11, 24, 30, 33, 31, 35, 25, 26, 8, 32, 17, 9, 27
19, 9, 3, 29, 12, 28, 5, 16, 2, 17, 18, 8, 13, 10, 15, 27, 30, 25, 1, 20, 14, 31, 26, 21, 35, 23, 34, 4, 32, 6, 33, 22, 24, 7, 11
24, 23, 34, 31, 19, 16, 33, 22, 4, 10, 5, 1, 18, 9, 15, 17, 7, 12, 28, 20, 21, 35, 6, 13, 25, 29, 11, 8, 26, 2, 30, 32, 14, 27, 3
16, 22, 3, 9, 27, 17, 28, 6, 30, 18, 23, 20, 19, 14, 25, 35, 8, 1, 13, 7, 32, 33, 15, 24, 2, 26, 21, 31, 29, 34, 11, 5, 10, 4, 12
16, 2, 22, 12, 5, 26, 29, 1, 3, 18, 28, 8, 35, 21, 34, 19, 17, 4, 33, 20, 15, 27, 31, 24, 14, 6, 23, 32, 30, 25, 11, 9, 7, 13, 10
8, 2, 30, 21, 17, 6, 7, 22, 20, 9, 28, 4, 32, 14, 33, 13, 34, 3, 31, 23, 11, 25, 19, 12, 1, 29, 26, 15, 16, 35, 5, 27, 18, 10, 24
31, 2, 19, 10, 5, 11, 7, 3, 1, 16, 35, 27, 6, 14, 17, 30, 22, 18, 12, 33, 21, 8, 24, 13, 28, 15, 26, 23, 20, 25, 9, 32, 34, 4, 29
32, 19, 24, 34, 23, 14, 6, 20, 30, 16, 2, 22, 27, 33, 15, 31, 21, 5, 11, 9, 8, 7, 35, 18, 26, 25, 10, 4, 29, 17, 13, 1, 12, 28, 3
4, 34, 3, 24, 11, 12, 10, 9, 8, 21, 23, 13, 7, 14, 25, 29, 32, 18, 31, 22, 1, 6, 2, 20, 26, 5, 19, 28, 35, 27, 16, 30, 15, 33, 17
20, 15, 30, 13, 19, 4, 31, 29, 9, 3, 33, 8, 23, 25, 35, 27, 10, 18, 26, 12, 16, 1, 7, 24, 5, 6, 21, 28, 17, 14, 34, 2, 22, 32, 11
21, 2, 29, 4, 5, 1, 14, 8, 27, 16, 30, 25, 15, 10, 28, 34, 17, 35, 23, 26, 31, 9, 24, 11, 7, 20, 19, 13, 18, 12, 32, 6, 22, 33, 3
11, 33, 7, 25, 27, 17, 3, 12, 35, 28, 14, 26, 22, 19, 30, 16, 6, 5, 1, 24, 18, 2, 15, 8, 23, 34, 20, 10, 4, 13, 31, 32, 29, 21, 9
1, 11, 10, 33, 30, 15, 18, 22, 9, 19, 2, 21, 13, 16, 3, 4, 17, 7, 14, 26, 8, 31, 20, 24, 25, 28, 27, 6, 35, 5, 23, 32, 12, 34, 29
30, 22, 20, 4, 18, 23, 5, 8, 33, 6, 16, 12, 3, 11, 9, 31, 24, 21, 19, 17, 26, 13, 27, 7, 2, 25, 1, 14, 29, 15, 32, 10, 34, 28, 35
3, 22, 20, 4, 1, 14, 16, 29, 18, 28, 8, 35, 15, 19, 31, 2, 10, 34, 23, 5, 21, 26, 32, 24, 33, 7, 17, 25, 27, 11, 12, 30, 9, 13, 6
9, 2, 7, 28, 3, 26, 12, 18, 1, 19, 4, 32, 17, 14, 25, 6, 21, 16, 34, 20, 31, 22, 33, 27, 8, 24, 15, 13, 30, 5, 23, 11, 35, 10, 29
27, 11, 2, 4, 5, 22, 30, 31, 9, 10, 32, 24, 18, 14, 29, 3, 17, 21, 35, 1, 19, 16, 33, 6, 25, 20, 13, 15, 26, 12, 28, 23, 7, 34, 8
9, 11, 16, 24, 5, 4, 10, 8, 3, 14, 19, 12, 30, 23, 6, 35, 15, 26, 27, 13, 28, 17, 25, 29, 21, 18, 31, 22, 7, 1, 34, 2, 33, 32, 20
14, 16, 23, 4, 5, 10, 26, 19, 28, 34, 24, 6, 13, 33, 29, 9, 3, 1, 12, 20, 21, 15, 32, 7, 35, 11, 25, 22, 31, 30, 27, 18, 17, 8, 2
1, 17, 3, 10, 5, 2, 25, 24, 8, 12, 22, 20, 31, 14, 9, 16, 13, 35, 15, 30, 29, 26, 4, 21, 23, 6, 27, 28, 7, 32, 34, 19, 33, 18, 11
30, 2, 10, 12, 21, 19, 24, 31, 9, 6, 8, 20, 27, 4, 11, 23, 17, 18, 16, 28, 35, 33, 22, 5, 7, 26, 13, 29, 25, 1, 32, 14, 3, 34, 15
34, 5, 21, 27, 31, 22, 32, 11, 19, 10, 9, 30, 13, 20, 18, 16, 25, 12, 23, 33, 15, 6, 17, 7, 14, 3, 4, 1, 29, 28, 24, 2, 8, 26, 35
8, 22, 3, 31, 5, 23, 25, 18, 21, 10, 2, 27, 16, 14, 12, 15, 9, 33, 11, 32, 6, 29, 4, 24, 13, 26, 1, 28, 17, 34, 35, 20, 7, 19, 30
21, 35, 9, 12, 5, 20, 26, 17, 32, 30, 7, 2, 19, 4, 29, 33, 8, 24, 13, 15, 11, 31, 14, 10, 6, 25, 22, 28, 3, 18, 1, 23, 16, 34, 27
22, 18, 1, 4, 24, 16, 26, 28, 25, 14, 11, 19, 32, 21, 27, 3, 15, 20, 29, 2, 33, 6, 5, 35, 23, 7, 17, 8, 12, 30, 31, 9, 13, 34, 10
15, 8, 18, 32, 11, 13, 21, 7, 34, 5, 19, 22, 33, 24, 1, 3, 17, 4, 28, 16, 27, 9, 12, 35, 29, 25, 20, 10, 2, 30, 14, 23, 31, 26, 6
16, 10, 34, 4, 5, 1, 23, 15, 8, 30, 33, 3, 35, 11, 26, 31, 17, 18, 19, 21, 6, 25, 14, 24, 2, 13, 9, 28, 29, 27, 20, 32, 22, 12, 7
11, 17, 23, 14, 26, 27, 7, 8, 35, 31, 33, 12, 13, 10, 15, 22, 24, 30, 28, 20, 21, 25, 5, 4, 29, 1, 3, 9, 32, 18, 16, 6, 19, 34, 2
13, 11, 25, 17, 24, 6, 2, 8, 21, 23, 7, 26, 30, 14, 29, 31, 34, 35, 19, 28, 9, 27, 5, 4, 15, 32, 10, 20, 3, 22, 33, 1, 12, 16, 18
32, 18, 3, 19, 12, 8, 31, 23, 9, 10, 33, 7, 28, 34, 2, 6, 17, 29, 25, 20, 27, 21, 13, 4, 24, 11, 16, 5, 22, 26, 1, 35, 14, 30, 15
21, 28, 17, 6, 5, 31, 23, 26, 19, 15, 33, 32, 10, 3, 4, 30, 11, 14, 27, 7, 13, 22, 18, 24, 25, 29, 34, 2, 1, 16, 12, 35, 8, 9, 20
27, 18, 25, 29, 13, 14, 21, 9, 34, 3, 1, 12, 32, 7, 33, 6, 17, 8, 15, 28, 2, 4, 23, 24, 5, 22, 19, 35, 10, 30, 31, 26, 20, 11, 16
1, 25, 28, 13, 18, 5, 12, 8, 4, 24, 16, 7, 19, 3, 27, 20, 15, 22, 9, 21, 11, 14, 23, 26, 10, 32, 2, 31, 29, 34, 17, 33, 35, 6, 30
13, 2, 17, 4, 32, 33, 25, 14, 3, 7, 20, 35, 15, 11, 28, 1, 34, 24, 10, 16, 29, 12, 23, 18, 31, 19, 27, 21, 6, 30, 26, 5, 9, 8, 22
27, 12, 20, 31, 7, 29, 4, 2, 9, 1, 11, 26, 13, 24, 33, 28, 19, 21, 17, 3, 32, 22, 5, 10, 8, 34, 30, 14, 6, 16, 18, 15, 25, 23, 35
24, 12, 19, 16, 8, 10, 5, 15, 11, 18, 21, 27, 20, 14, 29, 4, 25, 26, 7, 28, 2, 22, 23, 3, 6, 35, 30, 1, 9, 17, 31, 32, 33, 13, 34
14, 15, 13, 11, 24, 18, 31, 33, 7, 2, 22, 17, 12, 21, 23, 16, 10, 3, 19, 20, 4, 27, 9, 30, 25, 1, 5, 28, 29, 8, 34, 6, 26, 35, 32
9, 8, 10, 4, 26, 30, 29, 32, 17, 33, 5, 16, 25, 20, 2, 22, 23, 34, 1, 35, 18, 15, 14, 24, 6, 19, 27, 21, 11, 3, 12, 31, 13, 7, 28
4, 26, 20, 11, 19, 5, 35, 15, 29, 22, 16, 12, 31, 10, 7, 8, 33, 18, 2, 1, 23, 28, 24, 9, 14, 6, 13, 21, 34, 32, 17, 30, 3, 25, 27
20, 26, 30, 11, 21, 24, 28, 16, 9, 14, 13, 18, 23, 19, 6, 12, 17, 5, 8, 32, 27, 22, 1, 10, 7, 25, 33, 4, 29, 35, 31, 2, 34, 15, 3
27, 2, 26, 23, 35, 12, 6, 16, 9, 10, 29, 3, 14, 30, 4, 5, 17, 18, 25, 32, 33, 13, 22, 34, 8, 24, 7, 11, 1, 31, 19, 20, 15, 28, 21
28, 31, 3, 22, 21, 35, 10, 24, 9, 7, 25, 5, 23, 32, 2, 11, 29, 27, 12, 19, 18, 1, 6, 4, 33, 8, 26, 16, 14, 30, 34, 13, 15, 20, 17
15, 12, 31, 9, 29, 26, 30, 27, 13, 10, 1, 35, 14, 34, 18, 16, 2, 33, 5, 24, 19, 4, 11, 23, 25, 6, 8, 3, 32, 20, 7, 22, 28, 21, 17
15, 10, 1, 14, 34, 6, 29, 28, 25, 23, 2, 27, 5, 33, 19, 16, 4, 30, 18, 17, 21, 20, 31, 9, 8, 26, 24, 22, 35, 13, 11, 32, 3, 12, 7
