22, 20, 21, 9, 18, 11, 27, 25, 0, 15, 10, 29, 26, 13, 7, 17, 24, 5, 6, 2, 8, 23, 3, 1, 19, 4, 12, 14, 28, 16
8, 1, 9, 15, 22, 5, 4, 18, 29, 2, 10, 20, 24, 27, 14, 25, 12, 17, 7, 28, 11, 6, 13, 23, 21, 3, 16, 26, 0, 19
29, 17, 5, 21, 12, 20, 1, 16, 23, 19, 8, 0, 14, 13, 25, 7, 15, 2, 6, 9, 3, 18, 24, 10, 4, 26, 28, 22, 11, 27
22, 5, 24, 9, 27, 29, 8, 26, 13, 0, 17, 6, 3, 16, 21, 1, 7, 10, 2, 4, 23, 14, 15, 19, 20, 25, 28, 18, 11, 12
9, 16, 27, 5, 13, 14, 10, 26, 0, 2, 28, 11, 24, 6, 23, 1, 20, 17, 25, 19, 21, 18, 22, 3, 8, 7, 15, 4, 12, 29
8, 18, 22, 9, 5, 15, 1, 19, 0, 2, 13, 12, 29, 14, 16, 10, 7, 11, 20, 21, 24, 4, 3, 27, 6, 25, 26, 17, 28, 23
12, 8, 2, 22, 7, 6, 17, 4, 11, 25, 19, 9, 20, 1, 24, 0, 15, 23, 5, 10, 21, 27, 18, 26, 3, 16, 13, 14, 28, 29
0, 29, 22, 10, 8, 7, 13, 24, 6, 27, 19, 2, 20, 23, 15, 28, 4, 3, 18, 5, 16, 26, 11, 1, 25, 21, 17, 9, 12, 14
5, 8, 1, 25, 4, 13, 9, 23, 12, 6, 15, 14, 7, 29, 16, 17, 18, 26, 19, 3, 20, 2, 0, 21, 24, 11, 10, 27, 28, 22
28, 0, 25, 3, 8, 14, 23, 1, 2, 26, 18, 16, 12, 22, 4, 9, 10, 20, 7, 29, 17, 21, 5, 13, 27, 19, 15, 6, 24, 11
17, 5, 25, 6, 11, 18, 19, 10, 3, 12, 1, 16, 8, 13, 29, 15, 0, 9, 23, 20, 21, 27, 22, 14, 7, 2, 26, 4, 28, 24
0, 4, 16, 24, 17, 12, 13, 7, 8, 25, 20, 10, 27, 28, 9, 14, 18, 26, 29, 23, 19, 11, 22, 3, 6, 2, 5, 15, 21, 1
20, 4, 19, 15, 16, 22, 0, 18, 14, 9, 2, 26, 11, 29, 28, 6, 3, 17, 1, 8, 25, 21, 7, 24, 27, 10, 23, 5, 13, 12
26, 8, 13, 10, 21, 14, 11, 20, 5, 12, 7, 23, 0, 3, 19, 16, 15, 25, 1, 27, 2, 9, 22, 29, 24, 4, 18, 6, 28, 17
15, 0, 24, 11, 1, 19, 17, 7, 18, 28, 10, 27, 12, 6, 26, 29, 4, 9, 13, 22, 20, 2, 3, 16, 5, 25, 8, 23, 21, 14
15, 8, 7, 17, 13, 28, 18, 2, 22, 9, 20, 26, 27, 29, 3, 4, 1, 21, 0, 16, 19, 12, 6, 24, 14, 11, 25, 5, 10, 23
0, 12, 9, 23, 28, 5, 6, 4, 16, 24, 3, 19, 22, 10, 11, 8, 1, 26, 15, 14, 7, 29, 21, 2, 18, 20, 17, 13, 27, 25
20, 14, 1, 5, 24, 3, 12, 16, 7, 23, 8, 22, 27, 17, 2, 10, 25, 11, 21, 19, 13, 6, 26, 15, 9, 29, 4, 28, 0, 18
15, 16, 9, 3, 8, 18, 0, 24, 4, 25, 2, 22, 23, 12, 26, 11, 20, 13, 1, 28, 19, 27, 29, 14, 7, 17, 5, 10, 6, 21
18, 7, 6, 16, 22, 26, 13, 10, 21, 9, 4, 0, 14, 2, 11, 8, 3, 28, 23, 29, 20, 27, 5, 15, 24, 17, 1, 25, 12, 19
16, 8, 11, 19, 3, 9, 18, 1, 20, 10, 27, 24, 6, 28, 12, 15, 25, 17, 14, 26, 13, 29, 22, 23, 4, 0, 5, 7, 2, 21
2, 21, 6, 27, 5, 17, 16, 9, 29, 28, 22, 15, 12, 18, 11, 24, 4, 19, 10, 23, 25, 20, 26, 14, 0, 7, 8, 3, 13, 1
11, 20, 13, 27, 18, 29, 9, 6, 3, 1, 4, 14, 12, 10, 21, 22, 8, 19, 25, 7, 15, 16, 17, 23, 24, 0, 26, 2, 28, 5
17, 20, 21, 26, 12, 9, 6, 28, 16, 8, 11, 10, 1, 4, 22, 27, 2, 24, 13, 19, 18, 3, 14, 5, 7, 23, 25, 0, 15, 29
0, 17, 22, 23, 6, 4, 29, 14, 20, 9, 28, 5, 12, 13, 8, 15, 16, 18, 26, 21, 19, 24, 27, 11, 10, 3, 25, 7, 2, 1
0, 21, 10, 5, 24, 20, 11, 1, 2, 27, 28, 14, 25, 8, 6, 12, 18, 17, 3, 9, 23, 22, 26, 16, 4, 13, 29, 7, 19, 15
0, 8, 14, 18, 24, 5, 3, 15, 2, 9, 22, 7, 12, 4, 13, 16, 28, 27, 23, 19, 11, 29, 1, 6, 21, 25, 17, 26, 20, 10
22, 1, 14, 11, 9, 24, 5, 0, 26, 12, 28, 3, 23, 10, 2, 15, 16, 6, 18, 25, 27, 20, 7, 4, 19, 8, 21, 29, 13, 17
8, 28, 1, 3, 25, 2, 24, 12, 4, 10, 18, 11, 29, 13, 20, 15, 22, 21, 7, 0, 14, 5, 27, 17, 6, 9, 26, 19, 16, 23
24, 19, 20, 3, 29, 2, 28, 26, 16, 23, 11, 7, 25, 22, 6, 8, 9, 12, 4, 1, 15, 18, 13, 0, 14, 17, 10, 5, 21, 27
16, 12, 6, 7, 1, 26, 18, 25, 8, 22, 29, 11, 23, 3, 9, 4, 0, 10, 19, 5, 28, 21, 24, 14, 13, 15, 17, 27, 20, 2
22, 29, 7, 3, 28, 14, 19, 15, 26, 24, 8, 18, 12, 13, 0, 6, 25, 16, 23, 4, 21, 17, 10, 27, 5, 20, 2, 9, 11, 1
9, 21, 0, 22, 3, 29, 6, 27, 13, 12, 23, 11, 20, 7, 5, 15, 8, 19, 17, 14, 26, 25, 16, 28, 24, 10, 4, 18, 1, 2
17, 25, 20, 12, 0, 1, 11, 19, 8, 15, 24, 16, 7, 13, 14, 27, 21, 6, 22, 2, 9, 28, 5, 23, 10, 4, 26, 29, 18, 3
6, 4, 15, 28, 1, 19, 23, 18, 12, 10, 20, 0, 2, 27, 29, 3, 17, 7, 8, 9, 13, 24, 11, 26, 16, 25, 5, 22, 14, 21
5, 12, 2, 3, 4, 16, 26, 19, 17, 29, 24, 0, 1, 13, 14, 18, 23, 8, 7, 21, 9, 6, 10, 20, 25, 22, 15, 27, 28, 11
26, 1, 8, 15, 9, 25, 14, 0, 6, 12, 27, 10, 2, 21, 23, 3, 22, 17, 18, 11, 19, 16, 24, 29, 4, 7, 5, 20, 28, 13
19, 1, 26, 24, 18, 21, 6, 4, 0, 8, 28, 11, 16, 27, 14, 10, 12, 17, 3, 2, 5, 7, 22, 29, 13, 20, 23, 9, 25, 15
3, 19, 22, 6, 25, 12, 13, 29, 17, 8, 21, 24, 9, 14, 0, 20, 10, 11, 7, 23, 28, 15, 1, 16, 5, 18, 26, 27, 2, 4
1, 12, 23, 11, 4, 29, 10, 7, 20, 22, 8, 19, 5, 24, 13, 26, 25, 17, 18, 9, 2, 16, 15, 14, 21, 0, 6, 28, 27, 3
22, 19, 18, 24, 4, 5, 6, 16, 8, 10, 23, 25, 28, 1, 12, 27, 7, 11, 3, 17, 2, 21, 9, 26, 29, 15, 20, 0, 14, 13
19, 4, 25, 28, 21, 16, 22, 5, 24, 15, 10, 11, 12, 29, 14, 1, 17, 6, 7, 20, 2, 26, 3, 18, 8, 0, 27, 9, 13, 23
13, 21, 6, 19, 20, 12, 28, 23, 1, 25, 16, 11, 5, 2, 3, 9, 29, 27, 8, 18, 24, 14, 22, 15, 7, 10, 26, 0, 4, 17
10, 0, 29, 27, 28, 25, 3, 23, 4, 20, 13, 11, 22, 16, 21, 6, 8, 19, 18, 5, 9, 14, 2, 26, 1, 24, 17, 12, 7, 15
14, 13, 0, 23, 2, 5, 29, 28, 12, 17, 4, 26, 10, 7, 11, 9, 24, 16, 18, 1, 20, 6, 22, 19, 21, 25, 8, 27, 15, 3
14, 24, 27, 16, 4, 2, 22, 26, 11, 9, 25, 0, 8, 29, 7, 12, 13, 20, 3, 18, 6, 21, 15, 10, 1, 23, 5, 17, 28, 19
7, 3, 20, 5, 6, 1, 24, 8, 0, 26, 10, 29, 12, 19, 14, 28, 11, 16, 9, 25, 4, 23, 18, 22, 21, 2, 17, 27, 15, 13
25, 4, 19, 16, 17, 23, 12, 5, 1, 2, 8, 24, 21, 13, 6, 11, 29, 10, 18, 7, 15, 14, 22, 9, 27, 28, 26, 3, 20, 0
3, 9, 29, 18, 2, 28, 6, 12, 26, 13, 10, 5, 22, 11, 25, 14, 16, 8, 21, 19, 0, 20, 1, 15, 4, 23, 7, 17, 27, 24
0, 20, 25, 14, 4, 5, 2, 7, 8, 21, 10, 11, 19, 13, 3, 18, 16, 28, 9, 17, 29, 24, 1, 26, 6, 23, 12, 22, 15, 27
26, 9, 10, 23, 2, 8, 21, 24, 17, 3, 13, 6, 19, 14, 29, 25, 16, 12, 4, 28, 20, 18, 22, 1, 5, 0, 11, 27, 15, 7
21, 27, 6, 3, 7, 5, 20, 22, 23, 9, 15, 26, 12, 13, 29, 28, 14, 1, 19, 11, 10, 2, 4, 8, 24, 16, 25, 17, 18, 0
21, 1, 3, 24, 17, 10, 22, 16, 8, 2, 9, 0, 19, 20, 12, 14, 28, 5, 18, 26, 11, 23, 15, 13, 25, 7, 6, 27, 4, 29
24, 27, 19, 13, 16, 14, 3, 7, 4, 20, 17, 8, 28, 12, 23, 6, 18, 26, 5, 11, 10, 21, 0, 22, 2, 25, 1, 15, 9, 29
3, 1, 2, 13, 14, 15, 11, 7, 18, 27, 25, 19, 5, 26, 12, 28, 23, 0, 29, 17, 20, 21, 4, 22, 24, 10, 6, 16, 9, 8
9, 18, 2, 1, 26, 13, 19, 15, 16, 6, 22, 11, 27, 5, 4, 14, 3, 10, 25, 0, 20, 21, 7, 8, 12, 23, 28, 24, 17, 29
26, 17, 15, 18, 25, 5, 9, 7, 8, 3, 14, 28, 20, 16, 4, 21, 10, 11, 22, 19, 6, 0, 2, 24, 1, 12, 27, 23, 13, 29
7, 13, 16, 26, 19, 4, 10, 9, 17, 22, 12, 20, 24, 18, 0, 15, 11, 8, 14, 5, 21, 3, 27, 2, 25, 29, 23, 6, 28, 1
25, 15, 8, 3, 4, 5, 20, 21, 18, 27, 14, 7, 11, 22, 17, 28, 16, 12, 9, 10, 19, 1, 24, 26, 2, 23, 13, 6, 0, 29
12, 28, 1, 19, 16, 11, 6, 20, 4, 14, 10, 0, 13, 7, 21, 8, 17, 22, 9, 26, 15, 23, 5, 24, 27, 2, 25, 18, 3, 29
22, 26, 4, 6, 5, 27, 19, 17, 3, 9, 10, 18, 12, 20, 2, 14, 1, 0, 7, 8, 24, 13, 15, 23, 28, 11, 16, 25, 29, 21
8, 1, 9, 10, 4, 7, 3, 29, 16, 28, 17, 19, 14, 22, 24, 0, 15, 5, 13, 11, 23, 21, 18, 26, 6, 20, 12, 25, 2, 27
0, 1, 23, 19, 10, 13, 16, 11, 21, 12, 14, 4, 9, 15, 28, 2, 18, 25, 17, 6, 20, 8, 22, 26, 5, 29, 7, 27, 3, 24
14, 25, 27, 3, 19, 17, 23, 7, 29, 28, 10, 9, 13, 16, 18, 0, 12, 11, 21, 22, 5, 4, 15, 6, 24, 1, 8, 26, 20, 2
14, 13, 19, 24, 4, 12, 7, 18, 8, 3, 25, 16, 15, 9, 5, 0, 6, 10, 2, 27, 20, 1, 26, 11, 23, 21, 17, 29, 28, 22
17, 27, 7, 21, 3, 19, 6, 5, 10, 26, 14, 11, 22, 9, 8, 13, 16, 2, 0, 23, 4, 18, 29, 28, 15, 1, 24, 12, 25, 20
23, 2, 6, 5, 1, 10, 11, 28, 20, 8, 3, 26, 12, 4, 0, 9, 29, 13, 18, 15, 7, 21, 22, 24, 14, 16, 25, 17, 19, 27
21, 1, 7, 22, 13, 20, 23, 16, 0, 9, 18, 8, 4, 28, 11, 15, 19, 3, 10, 17, 14, 2, 29, 26, 6, 25, 24, 27, 5, 12
5, 13, 29, 3, 23, 28, 6, 7, 26, 20, 24, 25, 1, 11, 14, 10, 21, 22, 2, 12, 9, 19, 16, 4, 15, 8, 18, 0, 17, 27
21, 1, 20, 29, 17, 27, 6, 24, 8, 5, 10, 11, 12, 13, 16, 15, 19, 28, 26, 7, 3, 4, 22, 0, 9, 25, 18, 14, 23, 2
10, 25, 6, 15, 29, 27, 19, 8, 5, 9, 2, 11, 12, 18, 16, 14, 23, 26, 13, 7, 3, 17, 28, 1, 24, 20, 21, 0, 22, 4
2, 1, 12, 8, 4, 6, 19, 26, 5, 17, 10, 22, 3, 13, 18, 15, 27, 11, 29, 16, 14, 28, 0, 23, 25, 24, 9, 20, 7, 21
0, 18, 24, 27, 14, 21, 6, 25, 11, 26, 5, 8, 4, 17, 9, 23, 16, 13, 20, 19, 2, 7, 22, 12, 1, 15, 29, 3, 10, 28
23, 22, 18, 27, 4, 20, 9, 8, 5, 0, 26, 11, 19, 7, 10, 14, 16, 17, 21, 1, 6, 29, 12, 25, 15, 2, 3, 24, 28, 13
2, 24, 1, 29, 7, 25, 0, 23, 27, 18, 22, 11, 5, 19, 14, 3, 16, 17, 6, 15, 12, 10, 4, 20, 28, 8, 26, 9, 13, 21
15, 1, 25, 3, 5, 4, 16, 20, 8, 21, 10, 26, 12, 13, 19, 2, 6, 11, 18, 9, 22, 0, 7, 29, 17, 28, 23, 24, 14, 27
6, 2, 16, 28, 4, 19, 15, 0, 25, 21, 10, 13, 18, 3, 22, 20, 29, 17, 5, 12, 9, 26, 14, 24, 11, 27, 8, 7, 23, 1
0, 26, 22, 2, 15, 3, 5, 29, 8, 21, 14, 11, 7, 17, 18, 23, 28, 13, 27, 12, 19, 25, 20, 16, 6, 9, 10, 4, 24, 1
21, 1, 2, 13, 17, 14, 18, 22, 26, 11, 23, 9, 4, 16, 27, 10, 19, 29, 5, 0, 20, 8, 6, 12, 15, 25, 7, 3, 28, 24
0, 26, 22, 2, 6, 21, 8, 20, 19, 11, 12, 28, 9, 5, 23, 14, 15, 25, 24, 18, 7, 16, 10, 1, 27, 3, 17, 13, 4, 29
8, 1, 4, 3, 13, 7, 29, 23, 10, 24, 28, 18, 15, 27, 14, 21, 6, 25, 9, 19, 20, 12, 22, 16, 17, 5, 0, 2, 26, 11
1, 20, 6, 24, 21, 5, 18, 29, 7, 8, 17, 27, 22, 28, 16, 15, 2, 0, 14, 19, 25, 12, 4, 10, 11, 23, 3, 9, 13, 26
3, 23, 12, 14, 27, 2, 5, 15, 19, 9, 20, 0, 26, 11, 22, 6, 16, 7, 25, 28, 10, 21, 13, 1, 24, 8, 29, 18, 17, 4
9, 1, 11, 14, 15, 12, 19, 28, 10, 26, 25, 22, 13, 3, 5, 7, 2, 8, 24, 21, 0, 18, 17, 6, 23, 4, 20, 27, 29, 16
5, 2, 23, 3, 21, 16, 15, 9, 20, 1, 29, 28, 6, 19, 26, 14, 7, 17, 12, 13, 18, 22, 0, 8, 4, 10, 25, 27, 11, 24
10, 7, 17, 11, 26, 27, 1, 23, 24, 4, 3, 6, 19, 22, 25, 15, 18, 2, 0, 12, 20, 21, 5, 9, 8, 16, 29, 14, 28, 13
